latitude,longitude,roof_area_sqm,annual_ghi,avg_temperature,system_size_kw,tilt_angle,annual_generation_kwh
14.7411,68.5916,60.2,2013.08,30.17,8.07,12.6,12496.26
15.1077,85.5302,111.6,2098.96,28.92,16.91,22.4,24263.7
8.0176,76.0337,149.7,2222.89,33.01,26.5,6.9,43763.5
31.5081,93.0077,53.5,1808.37,22.66,9.91,39.5,13549.47
29.4001,76.2204,134.2,1862.49,26.16,21.23,21.2,29603.26
24.9379,87.9159,27.1,1819.11,26.33,3.64,18.4,4958.75
28.2572,87.5524,287.9,1737.92,26.26,40.78,35.3,52514.73
12.1053,74.4233,31.2,2157.81,35.72,4.79,18.5,7468.01
20.3747,69.0092,47.0,1926.84,29.26,7.01,16.5,10357.18
17.4829,79.8682,35.1,1903.67,34.89,5.2,19.4,7470.88
10.532,76.3866,33.4,2232.13,31.51,4.36,8.2,7383.65
21.1255,91.4604,131.8,2075.35,28.79,25.45,11.3,38251.3
32.86,91.2106,21.5,1877.09,22.73,2.63,23.4,3979.0
9.0816,81.2537,58.6,2195.49,36.39,9.1,5.0,15812.22
15.8694,85.5889,20.7,2108.42,26.98,4.1,17.8,6223.1
13.6036,85.5235,40.6,2208.72,29.59,7.02,9.2,11810.9
14.43,91.9876,35.8,2032.95,31.89,5.31,7.3,7825.46
32.5277,80.3251,137.6,1847.36,27.07,18.12,41.4,26375.38
20.6379,75.988,99.9,1994.55,29.76,19.68,13.1,29332.75
20.5901,75.686,26.7,2046.48,26.63,3.23,24.1,5082.25
28.5355,83.5496,44.2,1845.25,23.36,7.71,36.4,11175.27
12.1713,81.0253,253.0,2228.62,36.47,48.18,5.4,77133.5
21.1562,80.7635,48.1,1981.07,27.84,5.87,15.5,9553.36
19.6096,70.643,27.5,1872.31,27.89,4.9,21.1,7221.4
24.1166,88.8395,25.0,2026.06,30.7,5.0,24.3,8076.96
34.9881,74.1984,34.8,1638.41,24.88,5.96,35.4,7526.84
28.7751,73.7117,21.5,1926.29,28.2,3.3,29.9,4848.8
18.7424,79.97,21.1,1999.42,28.27,4.01,27.7,6249.18
30.3439,74.6056,323.6,1891.89,21.9,53.18,21.4,80073.72
12.6091,84.9319,71.5,2207.82,33.19,12.87,17.8,19784.65
8.8225,78.7724,50.9,2219.61,35.3,8.51,5.0,14053.4
13.5201,81.0184,79.6,2141.32,33.25,9.8,11.0,16080.62
17.1911,83.5779,97.7,2068.37,33.82,13.39,9.0,20194.32
21.7857,73.9025,89.4,1790.75,25.33,11.29,20.7,15995.0
24.6085,72.5168,197.4,1910.51,29.25,25.37,30.7,36325.46
32.5864,93.5322,37.4,1668.16,21.74,4.53,24.6,5172.69
21.7661,80.578,41.3,1965.91,30.52,6.35,17.3,8778.33
21.5344,79.9507,117.6,1864.94,27.96,15.79,19.0,23622.29
9.3566,69.0328,287.8,2080.79,32.76,54.24,5.0,83155.65
8.9426,82.4413,198.2,2311.43,33.36,35.67,14.2,61762.37
22.8813,84.0709,99.9,2017.69,25.41,16.58,28.6,25597.39
19.8308,84.2064,46.7,1986.71,29.76,7.43,26.5,10610.4
30.6579,88.5039,34.1,1806.94,23.26,4.78,32.3,6592.14
12.3383,73.147,218.5,2102.08,34.62,34.52,12.5,55292.71
8.6742,75.3145,22.8,2233.45,35.98,3.9,5.0,6562.7
20.124,91.5112,48.3,1927.68,32.92,8.82,23.2,14114.03
14.4119,95.4679,410.1,2164.08,32.85,51.89,13.3,82538.19
9.3396,71.942,29.4,2155.64,35.44,5.19,18.8,8804.67
27.5642,82.4318,79.5,1814.26,29.0,14.27,36.9,18481.93
11.013,74.2111,139.5,2147.5,32.39,22.98,19.1,37337.25
24.4246,69.7421,25.3,1857.06,24.63,3.47,21.6,5035.86
15.5883,77.4396,36.1,2089.7,31.99,5.88,12.9,9184.45
12.6844,72.1669,41.4,2072.69,30.05,6.63,19.7,10277.2
18.2533,88.5881,89.6,2052.92,35.29,14.17,22.8,20788.79
29.639,83.478,21.2,1907.78,28.17,3.32,33.7,5035.61
18.5865,72.1712,26.8,1951.9,34.56,3.46,14.2,4788.64
28.2708,68.268,465.6,1824.68,26.0,62.69,34.9,88470.83
11.3881,91.4366,35.7,2175.92,34.58,4.56,13.0,7687.33
28.8648,73.1096,44.5,1789.56,24.69,6.2,27.8,9235.17
14.3972,85.5803,36.7,2122.0,33.89,5.17,21.7,8464.23
26.2896,77.7707,48.3,1915.22,24.34,6.74,24.2,10318.36
23.2761,84.9791,468.2,2011.69,23.04,64.08,26.4,97200.25
33.0869,77.154,34.5,1699.96,22.13,6.17,32.4,7933.76
18.4577,70.5212,29.5,1936.34,27.38,5.48,20.3,7688.08
9.7865,74.4656,360.6,2143.24,37.15,52.71,5.0,77530.34
8.5172,73.4537,117.5,2113.27,38.4,16.97,7.7,26409.72
30.3252,80.4126,35.0,1843.31,22.15,6.55,31.5,9147.36
22.1679,87.0902,437.8,1852.04,31.21,74.39,22.0,111029.66
28.9316,75.6504,68.3,2009.87,27.48,9.8,35.9,14462.63
14.3295,68.35,30.0,2189.74,29.01,5.32,10.6,8881.07
17.3173,83.0492,118.6,2033.3,30.03,17.51,25.0,26233.1
8.8128,85.567,236.3,2254.76,33.47,39.45,6.9,61963.53
33.9603,95.9232,33.2,1601.77,24.81,6.62,37.9,8626.06
26.0324,85.0947,146.4,2077.29,24.43,21.1,17.8,34578.56
33.1965,81.664,369.1,1699.25,23.46,71.76,27.2,97782.72
15.1684,84.6286,144.9,2061.33,30.4,21.11,20.4,33659.98
24.5095,94.9091,41.7,1754.35,28.52,6.8,14.8,8567.55
26.3195,92.023,41.7,1909.15,26.32,6.54,35.7,9066.73
16.5738,77.3664,109.2,1957.16,30.07,19.94,10.4,29930.56
30.8989,74.8804,24.3,1795.95,24.27,3.03,38.9,4474.96
33.5734,75.6164,331.9,1696.14,27.56,56.48,33.9,75311.1
31.8911,82.6282,27.6,1683.74,23.42,4.99,33.2,6890.85
27.9548,89.5774,50.0,1776.46,23.94,7.88,19.6,10410.5
15.4915,82.5934,76.7,2083.22,32.8,9.85,12.8,16225.15
15.6036,69.9661,73.1,1960.62,31.29,10.2,8.7,14580.11
34.0107,88.9838,38.7,1671.9,20.46,6.75,34.5,9055.76
8.2777,91.3731,35.3,2248.06,39.34,6.77,9.3,10951.98
27.3333,76.3954,52.1,2060.2,25.6,8.01,31.5,13243.23
27.0686,87.2596,195.3,1894.97,25.66,32.2,34.6,48484.43
24.8126,80.3712,131.1,1823.99,27.75,18.13,24.2,23580.94
34.7329,93.7845,34.5,1689.44,26.43,5.28,29.4,7258.38
16.4207,92.5115,24.4,2050.95,27.85,3.58,13.1,6271.25
17.1792,83.2375,96.5,2006.82,31.42,16.64,24.1,24407.9
10.1314,88.0537,238.6,2233.88,38.22,47.43,5.0,76581.03
19.9555,93.6171,26.7,2002.2,29.88,4.94,22.5,7971.79
15.0483,82.3758,145.8,2145.76,29.36,19.73,5.3,31603.59
17.2714,77.0843,30.9,2007.96,29.59,5.13,12.2,7765.2
30.5334,89.8563,54.6,1900.44,25.27,6.85,32.4,11044.06
33.2581,74.3819,147.0,1732.04,26.3,20.55,32.4,25681.38
13.0148,79.2674,43.8,2032.04,32.06,5.87,12.9,8680.96
18.0577,93.1061,75.4,2193.15,32.13,11.08,21.3,18617.27
33.073,89.0082,32.3,1602.69,20.85,5.62,27.8,6459.38
9.6688,79.7105,45.9,2110.86,31.36,7.34,5.3,11405.92
10.4937,74.2276,85.7,2104.95,32.91,16.69,14.2,25740.29
12.3954,78.3231,37.0,2321.55,35.9,5.07,13.2,9181.68
24.0707,76.239,103.5,2055.28,27.91,15.43,14.4,24558.77
12.0628,73.1066,32.0,2246.38,33.75,4.69,15.5,7188.43
34.1381,89.5567,114.0,1703.06,23.79,15.83,36.5,20250.57
20.0613,75.31,34.2,2176.99,31.79,6.82,11.6,10602.42
21.541,81.1709,52.1,1985.73,27.69,7.87,26.5,11750.91
14.6598,79.1899,131.4,2158.3,33.38,25.66,15.1,39406.64
20.7159,96.4802,189.6,1985.49,27.62,28.68,14.8,44147.74
25.8717,79.3417,312.4,1874.35,30.92,42.59,27.1,58471.84
28.2818,70.3195,37.4,1814.79,24.27,4.84,30.2,7032.83
28.3544,70.6049,41.2,1816.85,24.08,7.76,36.8,10757.92
23.6031,85.1319,91.1,1967.82,29.08,11.16,28.4,15797.38
32.4177,85.3815,123.6,1789.86,24.17,24.36,28.5,36056.24
30.07,80.144,23.9,1800.22,25.72,3.67,22.4,5376.6
28.4403,80.5235,39.6,1952.84,26.26,5.54,35.5,8337.57
9.5013,69.564,132.6,1935.64,32.14,22.47,16.4,31885.45
8.1857,82.9798,461.3,2237.45,38.14,60.26,5.0,93473.2
13.7361,82.6374,352.8,2154.17,34.21,44.38,5.0,73687.08
25.9151,72.3369,29.4,1969.28,29.66,5.47,30.2,8475.7
19.1023,71.0113,24.9,1994.97,28.95,3.83,23.6,5551.79
18.865,71.5836,30.4,2021.06,30.94,4.9,12.4,7140.84
31.8838,70.9298,36.2,1848.97,24.65,4.86,35.2,7106.86
32.1802,85.6815,69.6,1884.05,26.37,8.7,27.8,11808.82
32.5477,73.698,145.3,1734.1,26.27,21.7,27.8,27881.91
16.4747,75.2915,46.9,2068.81,31.57,7.53,13.0,11097.85
26.6585,73.0336,21.0,1998.43,23.57,3.8,27.1,5650.02
15.3341,95.7772,36.9,1898.06,35.26,5.9,21.4,7927.36
13.1465,92.7839,426.3,2052.16,33.8,77.83,13.1,125632.93
12.9851,74.6844,27.4,2227.54,31.54,3.54,8.9,5398.09
17.2369,77.4994,35.7,2121.14,31.66,4.47,24.9,7185.23
19.6089,74.0869,90.6,2032.84,26.75,12.02,10.7,18657.72
30.4356,82.2644,69.7,1760.27,27.01,12.66,36.4,17754.83
11.2371,68.5687,365.2,2071.19,30.6,66.0,16.9,103774.21
27.843,87.4697,49.8,1795.53,25.63,6.54,22.9,8830.71
22.3493,83.1716,86.5,2065.55,29.03,10.6,16.3,15825.85
15.7745,94.0605,36.6,2009.78,33.58,6.39,23.3,9924.19
21.3061,72.7674,264.7,1968.6,29.23,49.88,22.5,76895.13
16.0984,91.3192,137.7,1993.93,32.63,24.83,7.0,35521.54
24.0942,90.9669,136.5,1977.73,27.7,18.59,31.9,28961.29
19.7138,71.6883,25.4,1946.05,29.66,4.23,16.7,6104.73
12.4389,79.5582,140.0,2112.29,33.17,25.28,9.3,39905.84
11.1477,72.9344,24.5,2008.67,33.21,3.45,14.0,5026.32
22.7608,75.3869,22.9,1805.24,24.98,3.71,26.0,5311.85
32.3652,75.6341,39.6,1762.04,22.5,5.75,29.4,7518.28
17.2869,84.1309,88.6,1926.82,31.31,12.23,10.2,17271.54
27.791,79.9309,35.9,2012.17,25.6,7.1,28.8,10719.28
25.7839,95.4843,378.4,1714.97,26.69,73.03,28.3,97572.79
33.152,71.6647,55.3,1683.25,23.03,8.61,40.4,11363.51
30.1665,96.2371,28.8,1802.34,23.3,3.77,29.9,5036.74
23.2983,74.6885,96.1,1895.42,27.13,17.13,26.2,25396.03
25.7398,90.4133,28.0,1792.35,26.4,3.93,16.8,4924.75
32.2564,77.8301,21.5,1686.75,24.09,2.87,40.1,4105.43
18.787,72.1494,58.7,1926.58,30.93,8.83,15.3,12492.11
16.8235,92.8788,430.6,2018.24,30.67,69.93,19.5,112335.86
8.2919,76.957,47.3,2350.9,32.81,6.05,16.6,10584.47
30.3169,87.1068,65.2,1804.53,22.16,10.81,36.5,15284.09
29.6265,84.4269,74.9,1905.36,30.46,9.08,32.4,12327.32
10.8203,81.6809,39.6,2189.79,31.47,7.57,14.9,12965.97
23.5751,82.3788,145.4,2008.76,26.95,28.16,32.0,42775.32
20.5275,89.2349,80.0,1750.51,30.4,14.28,26.8,19159.78
11.2051,70.5454,45.7,2117.95,34.28,7.18,13.4,11294.36
34.4753,87.3772,327.1,1828.01,24.13,45.92,37.6,65501.03
13.7968,93.9786,145.7,2049.92,31.51,26.15,6.7,38093.96
9.8153,69.6759,24.1,2308.32,34.66,4.69,9.2,8041.53
24.0609,72.0789,490.8,2029.62,27.9,65.12,20.1,98567.14
27.9494,88.7823,33.2,1803.38,25.4,5.23,26.6,7056.94
8.876,80.6812,483.5,2143.98,35.1,70.22,12.1,112340.23
25.7854,79.7029,33.8,1798.77,29.11,5.01,18.8,6891.2
22.3719,71.972,103.0,1890.94,28.49,15.7,12.7,22450.14
10.7882,82.6963,44.1,2051.21,33.71,8.66,8.7,13221.87
12.6581,71.6698,122.3,2150.46,35.04,17.2,9.1,27959.6
23.3353,81.822,38.6,1807.48,30.02,6.15,21.7,8558.14
16.0017,90.1448,32.5,2104.27,34.57,6.38,24.6,9858.22
33.3345,75.4897,43.8,1794.22,20.09,6.92,37.5,9833.15
30.106,81.9428,481.9,1669.2,26.86,91.12,26.7,123425.82
34.5563,96.7685,20.3,1845.97,24.25,2.53,28.1,3367.5
15.0111,87.9129,108.8,2114.89,30.07,21.35,17.4,33713.45
34.1825,92.3993,136.6,1788.69,23.72,18.44,37.3,26047.33
19.6433,80.0306,378.6,1929.73,31.86,75.11,19.3,101150.47
17.383,90.268,44.0,2080.9,29.12,5.9,11.6,9896.04
9.3594,69.1748,463.3,2265.64,35.27,72.06,5.0,122049.88
9.4247,71.5644,42.5,2166.47,36.1,6.15,5.0,10268.07
26.6843,73.889,121.7,2023.84,24.45,18.82,25.8,31360.68
20.3641,79.6566,146.5,1980.97,29.15,20.51,26.1,31258.11
14.1161,92.5266,45.9,2181.17,32.85,9.05,21.2,12967.47
24.5772,78.0417,44.5,1925.05,25.95,6.42,22.8,9623.71
14.8272,86.984,22.6,2123.95,30.17,3.89,20.7,6264.78
23.5961,88.5701,27.2,1785.56,27.71,3.56,33.5,4500.57
17.6986,84.9993,344.9,2055.11,32.24,64.13,22.0,89709.03
30.2359,78.36,41.3,1740.96,26.28,6.75,34.8,9201.69
30.1588,84.7345,256.1,1733.43,23.31,50.8,38.3,63238.72
20.8885,77.9257,22.8,2107.54,30.5,3.51,17.7,6164.14
17.4721,70.4323,258.9,2012.4,29.07,35.11,7.7,53317.32
17.7891,96.7913,127.1,1943.53,27.37,18.77,27.5,29209.62
29.7543,71.6883,137.7,1779.69,24.48,24.65,29.6,34323.61
16.8608,70.0981,47.4,1936.47,33.26,8.19,22.6,12198.65
13.6446,93.4774,87.9,2213.11,33.77,16.02,19.9,26253.22
10.2866,76.7532,31.2,2103.19,33.97,3.92,8.2,6471.71
20.6007,86.8586,32.2,2015.53,28.5,5.36,21.4,7443.42
21.0176,77.5412,87.6,2074.17,28.36,17.04,21.8,28337.18
30.7045,79.3522,116.6,1751.31,25.0,15.0,25.1,20819.92
13.9734,75.6013,30.7,2135.04,30.18,3.92,6.3,6198.15
18.2868,77.9483,52.0,1932.43,29.67,9.23,19.2,13337.94
29.827,79.9103,93.9,2002.78,24.75,13.64,22.2,20531.68
30.2378,88.8921,26.7,1874.63,22.29,4.61,27.2,6846.36
18.3845,82.8345,52.9,1997.67,28.65,8.65,12.1,13822.37
20.3963,95.3634,97.1,1915.04,30.24,19.31,24.5,27143.59
16.1887,69.2145,26.2,2043.48,31.33,5.0,23.6,6948.1
33.179,82.589,95.3,1719.58,23.05,16.6,34.7,25108.21
11.2034,84.9425,77.8,2298.57,31.74,10.96,9.4,19656.15
33.2112,94.6857,110.4,1648.16,26.81,15.56,43.1,18889.98
26.4644,69.4256,49.7,1878.43,25.02,9.48,16.9,14291.87
22.3524,84.6315,104.7,1940.19,29.04,17.47,18.4,26905.14
8.8818,92.7553,39.4,2174.73,33.63,7.22,5.0,11974.55
20.8411,75.0159,47.6,1960.17,29.29,7.42,18.0,10789.97
19.0092,93.4125,31.2,1992.55,30.96,4.0,13.6,6169.63
12.3529,68.5523,208.3,2191.49,30.3,30.54,7.6,53118.69
25.7231,89.2412,78.3,1929.7,27.01,10.4,20.9,13986.02
34.2211,95.0603,32.1,1761.53,25.58,5.86,34.3,8120.24
23.1791,87.0587,39.4,1684.06,31.69,6.93,21.0,8932.63
27.2983,80.7318,20.1,1876.61,26.06,2.56,30.1,3749.44
9.8482,69.3015,45.6,2034.28,34.25,7.74,10.1,11843.94
19.277,94.6833,57.6,2048.72,34.35,10.94,12.9,17487.82
11.1417,81.6386,140.1,2261.41,35.86,24.62,17.3,40337.87
24.5455,68.8409,482.3,1828.08,26.32,77.6,24.0,109867.01
33.339,88.0048,496.5,1722.96,22.36,71.97,26.4,97219.38
25.868,81.9733,131.0,1830.43,28.87,25.01,19.2,34145.12
10.0737,71.606,24.3,2261.51,32.04,3.73,16.0,5845.07
17.576,74.2139,41.2,2035.23,32.87,7.76,21.6,11912.12
22.8679,69.8702,70.3,2070.64,28.98,12.85,23.0,20645.97
18.8866,84.6545,46.9,2037.14,31.14,8.69,15.0,13069.44
30.5084,86.0389,81.7,1814.25,24.36,16.27,29.7,22875.98
29.9961,82.6665,264.4,1809.53,23.84,47.56,32.7,56251.81
24.5194,91.696,471.2,1968.09,30.49,57.82,32.1,89961.02
18.0834,92.9693,20.4,1879.48,29.97,2.78,19.2,4160.43
14.8941,85.8531,25.8,2082.73,31.08,3.17,10.4,4625.7
10.8586,68.3699,92.2,2142.94,33.55,12.46,5.0,19093.35
17.5822,88.1617,120.1,2085.55,31.07,15.0,11.1,25035.27
19.1557,80.122,39.4,1984.18,27.92,6.31,22.2,9012.49
26.2472,84.4012,116.9,1788.45,25.66,14.3,19.5,19956.72
25.7703,86.8233,138.0,1880.72,25.77,21.78,25.4,31034.39
9.8929,78.1569,23.6,2079.3,35.84,4.53,13.9,7086.98
18.672,94.5959,35.7,1853.88,28.43,6.42,14.8,9073.63
12.908,71.8853,403.9,2169.83,29.28,78.97,16.3,128191.43
12.2339,87.4738,113.6,2170.11,29.16,15.69,13.9,26494.13
30.3372,68.1264,33.4,1835.3,22.01,5.44,29.1,7658.31
9.1317,94.8149,51.7,2283.86,37.21,7.52,17.1,11328.44
19.3179,71.2626,56.0,1943.07,29.94,8.94,23.2,12519.7
12.5415,70.7516,191.6,2003.76,33.96,31.54,9.8,44661.63
31.7419,77.6572,30.3,1767.04,25.39,3.72,37.8,4622.71
23.0401,78.8334,191.2,1901.48,28.34,26.51,27.8,38944.48
14.2473,74.2147,32.8,2020.17,32.04,5.78,20.1,8621.24
21.5655,84.9685,67.9,1949.43,30.98,12.34,24.4,18480.99
27.7501,80.8445,127.9,1795.57,26.4,21.18,25.3,30045.86
33.8692,68.9911,46.1,1587.47,26.16,6.54,30.8,8289.42
13.952,77.2699,31.7,2057.57,33.56,4.83,17.0,7567.83
31.9269,91.5026,329.0,1678.41,23.0,42.0,24.5,51542.98
33.2262,88.0013,145.3,1764.46,22.65,28.53,39.6,39999.34
32.7434,89.0213,36.1,1702.14,22.41,6.83,30.2,9191.43
25.1562,88.2454,49.9,1980.12,29.71,6.24,27.8,10409.28
25.0052,77.0182,24.3,2022.22,26.54,3.23,25.0,5065.16
18.8867,70.8903,45.9,2058.39,28.5,7.64,19.3,12311.69
28.3147,75.9015,324.0,1710.25,26.5,44.91,33.1,58422.12
22.3449,92.1218,52.3,2062.21,28.35,10.18,24.9,16071.71
26.2908,96.4337,490.3,1996.82,27.36,88.47,21.3,134324.12
19.5684,82.3216,49.0,1993.27,33.57,6.94,11.1,9933.09
27.7504,68.2813,88.3,1950.33,27.94,10.64,34.6,15808.31
30.2607,72.0613,48.6,1755.17,25.04,8.94,38.0,12326.42
11.9538,77.3403,64.1,1979.53,30.4,9.87,5.2,14303.61
30.4891,84.779,40.4,1734.37,23.88,6.92,26.7,9684.27
22.588,70.1777,25.8,2075.76,29.86,3.68,18.2,5972.14
30.806,95.3574,74.7,1670.21,22.4,9.81,39.6,12020.87
19.6451,78.5874,43.4,1990.35,34.04,7.55,13.7,10562.43
18.2341,94.4649,87.7,2018.52,30.42,13.69,11.6,21127.7
32.7066,90.6351,50.7,1714.24,23.98,7.04,26.3,8998.88
14.7816,89.9077,91.4,2042.45,30.62,11.98,19.4,17437.47
30.7937,85.5949,229.8,1795.49,25.74,38.25,38.6,56645.59
21.0686,86.1767,40.5,1919.79,26.8,7.21,18.9,10135.51
21.8806,86.5021,25.8,1836.38,33.08,3.69,14.6,4621.78
16.3286,86.2329,134.2,2067.29,33.89,24.0,18.0,35676.97
23.4721,84.0581,76.7,2007.37,30.01,10.33,17.7,15754.84
16.7807,96.606,31.8,2111.51,28.27,4.68,8.1,7435.43
9.0603,89.2364,79.8,2116.14,34.93,14.33,16.8,24280.26
15.344,90.5314,39.3,1967.71,34.11,6.79,22.8,9440.86
8.1722,93.3014,23.0,2174.16,36.11,3.26,17.7,5192.56
34.4156,74.2536,34.3,1849.94,21.11,4.46,33.9,6893.76
34.0752,70.4303,30.0,1782.29,21.97,3.71,30.0,4985.79
18.6692,82.0039,46.5,2064.27,29.29,8.7,24.1,14021.22
27.666,82.9083,22.2,1917.2,24.94,2.8,21.3,3731.51
17.3368,92.0463,44.9,2065.6,33.86,5.8,12.2,9655.35
26.1195,80.8697,25.0,1883.5,23.0,3.48,21.2,5330.4
29.7466,84.5547,22.7,1861.55,26.53,3.53,38.8,4787.57
33.5624,83.2851,70.2,1696.18,20.91,12.87,38.2,17775.21
18.8057,69.1079,23.1,1892.34,28.21,3.23,11.5,4905.03
29.149,85.8412,35.6,1877.16,21.46,5.82,21.0,7887.73
15.1801,92.0133,49.6,2169.78,30.67,6.32,22.0,9931.4
34.739,72.5675,21.0,1629.24,25.99,3.31,40.8,4390.62
8.6958,85.2356,33.8,2253.23,35.22,4.54,12.1,7600.1
24.2953,85.2147,31.6,2041.15,25.27,4.32,18.2,6892.23
25.8067,72.7614,84.0,1879.3,29.02,12.54,25.4,18128.15
26.5772,71.5804,83.2,1800.17,29.1,15.05,28.6,21578.06
11.2505,96.4215,463.3,2151.33,33.75,83.16,19.9,134536.79
33.3403,79.4179,51.9,1699.83,27.67,7.95,26.7,10275.68
12.8919,74.5952,43.2,2062.61,34.44,5.6,13.2,7751.01
24.8143,72.9684,27.6,1932.0,28.8,3.93,18.0,5895.39
14.0123,87.3604,88.3,1963.48,30.69,14.17,12.9,21907.07
16.2948,85.6739,32.6,1935.18,32.52,6.18,10.3,8334.22
22.7544,86.663,29.1,1935.96,28.79,5.75,29.5,7887.73
19.2642,70.5522,22.8,1995.46,30.97,3.9,14.4,5989.11
12.3261,93.9125,61.4,2149.61,31.68,9.1,10.7,14919.73
12.6153,79.2887,254.3,2266.94,33.18,44.63,10.8,68415.77
19.2899,77.0877,437.6,2005.14,28.29,64.29,26.6,93059.14
28.4466,81.4085,24.0,1879.81,21.5,4.09,33.6,6080.72
32.245,79.3119,42.3,1685.55,26.09,5.9,23.4,7772.53
10.2714,93.0437,78.9,2220.55,30.97,11.15,5.0,18010.56
18.6138,94.9486,138.3,1966.84,30.44,17.43,19.6,25885.69
10.7066,76.8001,32.8,2156.99,34.45,5.05,9.3,7781.96
8.448,93.0541,67.2,2183.23,35.45,11.38,5.0,19593.44
25.8664,90.6642,148.6,1961.04,26.39,27.21,31.7,41016.99
24.2661,94.9934,211.8,1802.41,28.22,39.15,16.8,51346.76
12.4015,75.1268,106.8,1938.11,33.96,21.29,21.9,28405.38
14.3129,84.7318,37.1,2069.29,33.63,4.71,5.0,6682.76
8.6401,75.9618,87.3,2225.96,38.18,13.92,5.0,24695.61
30.5436,91.8987,145.1,1806.4,25.32,23.47,26.8,32369.0
34.3166,68.1544,134.4,1824.88,23.29,24.78,34.5,34785.3
11.6574,84.3798,133.0,2169.16,31.54,18.79,6.0,30108.05
14.2498,77.8369,491.0,2042.4,33.06,61.64,19.0,90732.17
31.4471,77.3578,95.7,1591.92,25.78,13.89,28.6,16954.95
33.0145,86.7023,22.9,1730.75,23.36,4.55,23.8,6022.08
19.3299,92.693,126.5,2078.3,30.99,24.29,26.9,37589.46
9.3668,85.6667,88.1,2144.03,33.8,13.35,18.2,19642.71
9.0636,92.742,25.7,2183.12,35.86,4.89,11.4,8261.25
23.4966,75.6733,34.5,1954.77,29.85,4.23,29.6,6036.44
18.6082,83.0656,142.6,1927.83,32.02,20.69,11.0,28577.05
8.7736,81.0656,25.1,2235.93,34.89,4.48,5.0,7158.18
23.7478,68.3377,134.9,2047.51,25.83,18.57,20.3,27709.35
8.3052,84.1476,32.5,2180.68,33.64,4.42,17.5,7152.17
29.259,87.1842,197.9,1727.01,26.62,37.39,29.5,52240.69
16.2737,85.1655,45.5,2045.75,36.17,7.69,6.4,10964.63
9.087,89.3521,49.1,2002.48,33.83,9.77,6.7,13268.45
23.8855,84.5688,28.7,1941.01,28.76,3.76,14.0,5161.87
18.7375,69.9358,80.4,2042.91,29.06,11.93,13.5,17994.85
34.2926,71.3769,31.7,1860.78,21.22,4.6,33.4,6342.85
22.6934,85.2978,44.4,1920.0,27.04,8.46,19.2,12061.17
15.4315,75.9744,51.0,2098.91,27.49,7.17,6.1,10984.11
27.1548,70.3097,26.7,1786.31,29.09,3.96,19.5,5298.3
15.3303,80.4585,120.6,2039.54,27.24,15.85,16.3,23100.18
32.4146,84.0754,90.6,1638.52,23.49,16.49,36.3,21561.6
18.1175,77.5336,83.0,2002.3,28.09,11.54,16.2,19168.14
22.8465,88.8926,46.2,1908.34,26.55,5.79,27.5,9049.56
9.3655,86.6693,141.7,2199.36,37.14,21.94,5.0,34309.51
19.5053,77.6517,48.4,1943.02,30.22,7.33,11.9,10985.59
30.4738,89.8913,245.4,1802.14,22.96,32.93,37.3,46974.43
29.7525,86.8122,469.4,1781.78,24.03,61.34,26.5,84569.75
14.0566,86.4859,42.1,2064.46,30.74,8.07,12.7,12756.71
14.1041,84.0494,24.6,2096.55,32.17,3.09,23.1,4939.59
30.0672,68.3303,38.3,1806.03,25.42,4.9,28.5,7162.79
33.1208,88.1987,20.8,1808.72,27.49,2.9,23.2,3770.47
10.5747,78.9052,120.8,2144.0,30.01,23.71,19.3,39249.74
20.1516,95.3357,123.4,1953.28,29.46,15.65,10.4,24629.8
17.1113,91.7216,43.7,2021.53,30.27,8.09,20.4,12911.29
31.5086,85.0431,67.3,1719.67,26.31,12.87,28.0,18295.08
10.2552,75.3133,369.9,2130.61,34.69,55.57,9.7,77165.13
13.7004,73.9078,67.9,2259.89,33.62,9.74,14.6,17022.45
28.3166,77.8712,48.4,1761.29,26.55,8.43,26.5,11597.48
9.3849,81.8205,117.5,2152.78,32.51,20.7,14.9,34862.08
21.2985,76.5859,59.5,1929.63,31.44,10.86,29.9,14639.93
19.9369,82.933,215.5,1965.36,31.23,40.17,11.7,57074.51
17.0288,72.7957,39.9,2010.98,32.77,5.65,23.0,8812.01
18.6535,96.3537,34.3,2030.58,32.73,6.0,11.2,8526.88
22.3084,71.1298,123.6,1805.63,29.4,16.17,13.9,22074.05
12.3569,95.0264,78.1,2204.55,36.0,12.56,21.5,20065.41
23.4439,94.4938,115.8,1972.62,28.81,19.57,23.2,29343.5
29.7467,83.2355,25.3,1709.13,24.78,3.36,22.8,4515.56
28.5243,89.0224,104.4,1649.04,25.75,13.16,29.9,15868.03
12.1553,80.6454,48.7,2047.04,33.08,6.61,7.4,9675.12
12.0297,86.271,38.8,2108.05,32.15,5.97,11.3,9449.02
15.2407,77.8767,55.0,2276.09,35.01,10.51,17.7,16710.45
17.749,76.7336,49.7,2067.98,31.21,8.07,25.1,13176.69
19.0283,84.7687,24.7,1856.88,30.23,4.44,9.1,5864.62
26.3518,82.4458,121.8,1814.49,27.52,16.31,20.6,23342.2
9.5304,84.8066,103.3,2168.2,40.27,13.27,5.0,19875.03
8.9362,76.3132,28.8,2203.44,32.32,4.01,5.0,6844.05
18.5816,78.6418,67.7,1904.35,28.55,9.83,27.5,12882.26
26.8234,70.433,25.3,1850.38,23.77,4.15,35.5,6274.54
